query_id,global_query_index,base_margin_decile,domains,prompt_token_count,preferred_token_count,rejected_token_count,base_margin,base_correct,pair_best_method,lgsd_small_margin,lgsd_small_gain_vs_base,lgsd_small_correct,lgsd_medium_margin,lgsd_medium_gain_vs_base,lgsd_medium_correct,lgsd_large_margin,lgsd_large_gain_vs_base,lgsd_large_correct,lgsd_high_margin,lgsd_high_gain_vs_base,lgsd_high_correct,opsd_margin,opsd_gain_vs_base,opsd_correct,lgsd_large_minus_opsd
arena-pref:heldout:000137,137,8,creativity;real_world;specificity,18,439,430,0.24791129403696055,True,LGSD-Large,0.22377584948153006,-0.024135444555430485,True,0.2177163323387603,-0.03019496169820024,True,0.31889394343944466,0.07098264940248411,True,0.1826372409514807,-0.06527405308547984,True,0.16415790530176122,-0.08375338873519933,True,0.15473603813768344
arena-pref:heldout:000138,138,2,creativity;domain_knowledge;real_world;specificity,58,169,258,-0.3024386412987692,False,OPSD,-0.6954112469584048,-0.39297260565963565,False,-0.8506613708155939,-0.5482227295168247,False,-0.925579533030815,-0.6231408917320458,False,-0.6198253036666301,-0.31738666236786095,False,-0.5538159565916629,-0.25137731529289375,False,-0.37176357643915203
arena-pref:heldout:000139,139,8,domain_knowledge;real_world;technical_accuracy,101,192,230,0.22303495147953867,True,LGSD-Medium,0.6472849876984306,0.4242500362188919,True,0.7713670785876288,0.5483321271080901,True,0.710372508176859,0.4873375566973204,True,0.508552389818689,0.28551743833915033,True,0.5194731696792272,0.2964382181996885,True,0.19089933849763185
arena-pref:heldout:000140,140,4,creativity;domain_knowledge;real_world,24,654,644,-0.10038721289940755,False,LGSD-Medium,0.043145037748934634,0.14353225064834219,True,0.2358308509672904,0.33621806386669795,True,0.21532267714632725,0.3157098900457348,True,-0.04316678705551835,0.0572204258438892,False,-0.058222086506084514,0.04216512639332304,False,0.27354476365241176
arena-pref:heldout:000141,141,3,creativity;domain_knowledge;real_world,17,433,172,-0.2277138838226862,False,LGSD-Large,0.24173712117042334,0.46945100499310954,True,0.4428625847972023,0.6705764686198885,True,0.5148007369680418,0.742514620790728,True,0.2913838448563659,0.5190977286790521,True,0.13929522972920294,0.36700911355188914,True,0.3755055072388389
arena-pref:heldout:000142,142,2,domain_knowledge;real_world,12,352,294,-0.3520621873009847,False,LGSD-Small,-0.37235390188963824,-0.02029171458865353,False,-0.46595731707509835,-0.11389512977411365,False,-0.4696757185584466,-0.11761353125746188,False,-0.41660746937558923,-0.06454528207460453,False,-0.3997254520931137,-0.04766326479212901,False,-0.06995026646533287
arena-pref:heldout:000143,143,7,creativity;domain_knowledge;real_world,70,1006,567,0.18837918905891993,True,LGSD-Large,0.5052974385440536,0.3169182494851337,True,0.5087228021597596,0.3203436131008397,True,0.535047878983764,0.3466686899248441,True,0.44715382284146066,0.25877463378254073,True,0.4907593822662826,0.30238019320736265,True,0.044288496717481474
arena-pref:heldout:000144,144,9,other,15,314,190,0.6669750382426276,True,LGSD-Large,1.0546211692817733,0.3876461310391457,True,1.403714708461883,0.7367396702192555,True,1.5736365514915742,0.9066615132489466,True,1.2114627707695904,0.5444877325269628,True,1.0801382560359125,0.4131632177932849,True,0.4934982954556617
arena-pref:heldout:000145,145,6,domain_knowledge;instruction_following;real_world;technical_accuracy,196,258,194,0.05544001762885842,True,LGSD-Small,-0.2435155816094573,-0.2989555992383157,False,-0.3768122776000703,-0.4322522952289287,False,-0.43049941538887937,-0.4859394330177378,False,-0.2786187558573118,-0.3340587734861702,False,-0.2521148671122999,-0.30755488474115833,False,-0.17838454827657946
arena-pref:heldout:000146,146,7,other,507,1026,925,0.16638234026696697,True,LGSD-Small,0.04104544102030827,-0.1253368992466587,True,0.007448692187124406,-0.15893364807984256,True,0.02086473466272154,-0.14551760560424543,True,0.0246205768290777,-0.14176176343788927,True,0.01476305622213181,-0.15161928404483516,True,0.006101678440589731
arena-pref:heldout:000147,147,6,complexity;domain_knowledge;instruction_following;math;problem_solving;real_world;specificity;technical_accuracy,143,1310,689,0.06590491639850482,True,LGSD-Large,0.10473264946888594,0.03882773307038112,True,0.13235450908570578,0.06644959268720096,True,0.13667191570190995,0.07076699930340513,True,0.10441633640216141,0.03851142000365659,True,0.10373766856454048,0.037832752166035655,True,0.03293424713736948
arena-pref:heldout:000148,148,6,code;domain_knowledge;real_world;specificity;technical_accuracy,17,1248,830,0.10111670504022907,True,LGSD-Large,0.27410437845690294,0.17298767341667387,True,0.2980696405457023,0.19695293550547321,True,0.33976808974578643,0.23865138470555736,True,0.16607189918323018,0.0649551941430011,True,0.1803193007091478,0.07920259566891874,True,0.15944878903663862
arena-pref:heldout:000149,149,10,other,17,208,74,0.8507114809912604,True,LGSD-Large,2.2500201347216255,1.3993086537303652,True,2.5576758560668402,1.7069643750755799,True,3.110072321802563,2.2593608408113024,True,2.3188605038391077,1.4681490228478473,True,1.8875121351587052,1.0368006541674448,True,1.2225601866438578
arena-pref:heldout:000150,150,6,complexity;creativity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,17,561,888,0.09124869625365206,True,OPSD,-0.13125269395879968,-0.22250139021245174,False,-0.26052047384263655,-0.3517691700962886,False,-0.22750185395950306,-0.3187505502131551,False,-0.0992698036085784,-0.19051849986223046,False,-0.09012246842891325,-0.1813711646825653,False,-0.13737938553058981
arena-pref:heldout:000151,151,1,complexity;creativity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,174,415,331,-0.6816004757313083,False,OPSD,-0.6923924736134306,-0.010791997882122262,False,-0.6993709308859066,-0.017770455154598297,False,-0.689848535332426,-0.00824805960111763,False,-0.6291587797653748,0.05244169596593351,False,-0.6177868781254494,0.06381359760585892,False,-0.07206165720697655
arena-pref:heldout:000152,152,2,creativity;domain_knowledge;real_world,22,301,259,-0.32597805364690446,False,LGSD-High,0.06388916292384916,0.3898672165707536,True,-0.03684581425370448,0.2891322393932,False,-0.2568360263851521,0.06914202726175234,False,0.18512729580723253,0.511105349454137,True,0.034502073262103305,0.36048012690900777,True,-0.29133809964725543
arena-pref:heldout:000153,153,7,instruction_following,102,1136,1242,0.16108423989076126,True,LGSD-High,0.16330731661834363,0.0022230767275823737,True,0.1500367506923166,-0.011047489198444671,True,0.15662820300918345,-0.004456036881577807,True,0.20215230217534996,0.0410680622845887,True,0.16066816119380278,-0.0004160786969584773,True,-0.00403995818461933
arena-pref:heldout:000154,154,7,code;complexity;domain_knowledge;real_world;specificity;technical_accuracy,31,372,473,0.1124022638684754,True,LGSD-Medium,-0.11105337976317253,-0.22345564363164794,False,-0.09323224387443907,-0.20563450774291447,False,-0.17739035585723384,-0.28979261972570924,False,-0.0941494264303262,-0.2065516902988016,False,-0.1382102537481431,-0.2506125176166185,False,-0.03918010210909073
arena-pref:heldout:000155,155,5,code;complexity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,74,347,569,-0.03374538538616478,False,LGSD-Medium,-0.11083498597763941,-0.07708960059147463,False,0.003934889132958697,0.03768027451912348,True,-0.1648109501898738,-0.131065564803709,False,-0.18757596716805414,-0.15383058178188935,False,-0.16528785860207673,-0.13154247321591195,False,0.00047690841220293656
arena-pref:heldout:000156,156,3,other,218,267,277,-0.14996883519371929,False,LGSD-Large,-0.18506891992851338,-0.03510008473479409,False,-0.16432167460899438,-0.014352839415275098,False,-0.1051465678455834,0.04482226734813588,False,-0.14895036371127635,0.0010184714824429397,False,-0.14795740253647227,0.0020114326572470143,False,0.042810834690888866
arena-pref:heldout:000157,157,6,code;complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,171,541,323,0.06413615392061234,True,LGSD-Small,0.09706818136429352,0.03293202744368118,True,-0.08101635976130028,-0.14515251368191262,False,-0.12308895646385487,-0.1872251103844672,False,-0.08951823193184172,-0.15365438585245406,False,0.0065287552385908665,-0.05760739868202147,True,-0.12961771170244574
arena-pref:heldout:000158,158,3,code;domain_knowledge;real_world;specificity;technical_accuracy,16,199,372,-0.26429600014049925,False,LGSD-Medium,-0.05580483306366979,0.20849116707682946,False,-0.006439923042028894,0.25785607709847036,False,-0.12630140194599404,0.1379945981945052,False,-0.08758396931532486,0.1767120308251744,False,-0.05228061921310401,0.21201538092739525,False,-0.07402078273289003
arena-pref:heldout:000159,159,8,code;creativity;domain_knowledge;real_world;specificity;technical_accuracy,41,739,696,0.24638810678126388,True,LGSD-Large,0.14684929810337488,-0.099538808677889,True,0.20658540983064944,-0.03980269695061445,True,0.2773970326865127,0.03100892590524884,True,0.13224170538870084,-0.11414640139256305,True,0.16036022367853153,-0.08602788310273235,True,0.11703680900798119
arena-pref:heldout:000160,160,7,code;domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,98,862,503,0.15151003572558364,True,LGSD-Large,0.312140221645099,0.1606301859195154,True,0.46631045497502543,0.3148004192494418,True,0.610940425172815,0.45943038944723136,True,0.4495200751924715,0.29801003946688787,True,0.3041820490886986,0.15267201336311498,True,0.3067583760841164
arena-pref:heldout:000161,161,7,domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,114,227,185,0.17912297181280357,True,OPSD,-0.3343044643899429,-0.5134274362027464,False,-0.2751995571284991,-0.45432252894130265,False,-0.10421311798259225,-0.2833360897953958,False,-0.15031664358148822,-0.3294396153942918,False,0.027287981842000875,-0.1518349899708027,True,-0.13150109982459313
arena-pref:heldout:000162,162,3,creativity;domain_knowledge;real_world,40,501,379,-0.27638386547722726,False,OPSD,-0.5589203334414563,-0.28253646796422904,False,-0.5665916622497109,-0.29020779677248365,False,-0.5426163337920515,-0.2662324683148243,False,-0.5186171273493729,-0.24223326187214567,False,-0.4881833201101262,-0.21179945463289895,False,-0.054433013681925324
arena-pref:heldout:000163,163,4,domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,673,764,358,-0.039198314628588804,False,LGSD-Large,0.11889363259897334,0.15809194722756215,True,0.20578981397750917,0.24498812860609798,True,0.24802612802989232,0.2872244426584811,True,0.15354125150838827,0.19273956613697707,True,0.036449962920459766,0.07564827754904857,True,0.21157616510943256
arena-pref:heldout:000164,164,7,domain_knowledge;real_world;specificity;technical_accuracy,19,201,356,0.1901788056626449,True,LGSD-Small,0.23480567191643908,0.044626866253794195,True,0.21420361793249798,0.02402481226985309,True,-0.08444221645212169,-0.2746210221147666,False,0.09588288136009426,-0.09429592430255063,True,-0.09599210119239432,-0.2861709068550392,False,0.011549884740272631
arena-pref:heldout:000165,165,6,creativity;domain_knowledge;real_world,18,103,241,0.10709000916982947,True,LGSD-Small,-0.6485324278416829,-0.7556224370115123,False,-1.1740111660017032,-1.2811011751715327,False,-1.3722536278900512,-1.4793436370598807,False,-1.0836227916285237,-1.1907128007983532,False,-1.3451346079406012,-1.4522246171104307,False,-0.027119019949449985
arena-pref:heldout:000166,166,3,code;complexity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,483,387,586,-0.15994503017606898,False,OPSD,-0.33251657002442614,-0.17257153984835716,False,-0.5572230525283861,-0.39727802235231713,False,-0.5019264283260851,-0.34198139815001616,False,-0.2895296952502231,-0.12958466507415412,False,-0.1939384556648447,-0.03399342548877571,False,-0.30798797266124045
arena-pref:heldout:000167,167,3,creativity;domain_knowledge;instruction_following;problem_solving;real_world;specificity,705,550,528,-0.18181616667545197,False,LGSD-Small,-0.27227017200354364,-0.09045400532809167,False,-0.2915525158968839,-0.10973634922143194,False,-0.35169716863921185,-0.16988100196375988,False,-0.3334366099039714,-0.15162044322851942,False,-0.3037039330511382,-0.12188776637568621,False,-0.04799323558807367
arena-pref:heldout:000168,168,9,creativity;domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,44,591,310,0.41189737071650523,True,LGSD-Large,0.8150965002724242,0.40319912955591897,True,0.9072256577248514,0.4953282870083462,True,1.0785377747926264,0.6666404040761211,True,0.7454715127228166,0.3335741420063114,True,0.7179713240305376,0.3060739533140324,True,0.3605664507620887
arena-pref:heldout:000169,169,2,domain_knowledge;real_world;specificity,24,323,205,-0.29208933654476366,False,OPSD,-0.7685676520840958,-0.4764783155393322,False,-0.6855324110379528,-0.39344307449318916,False,-0.6640197208620293,-0.37193038431726566,False,-0.42730184859094544,-0.1352125120461818,False,-0.3301505652455541,-0.03806122870079043,False,-0.33386915561647523
arena-pref:heldout:000170,170,6,creativity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,47,520,305,0.07436883542757167,True,LGSD-Large,0.34728946325006294,0.27292062782249127,True,0.30794836545802307,0.2335795300304514,True,0.3782971420023509,0.3039283065747792,True,0.26058535058741916,0.1862165151598475,True,0.18805280369136868,0.11368396826379701,True,0.1902443383109822
arena-pref:heldout:000171,171,4,code;complexity;domain_knowledge;instruction_following;math;problem_solving;real_world;specificity;technical_accuracy,230,460,522,-0.056736882940721656,False,LGSD-High,-0.025453195265287443,0.03128368767543421,False,-0.13087352175683198,-0.07413663881611032,False,-0.16979936124403516,-0.11306247830331351,False,0.00804705217085977,0.06478393511158143,True,-0.09253751652133124,-0.03580063358060959,False,-0.07726184472270392
arena-pref:heldout:000172,172,8,code;complexity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,694,952,413,0.3448408195018564,True,LGSD-Large,0.4103815773582377,0.0655407578563813,True,0.5293045363149791,0.18446371681312268,True,0.5679077755401418,0.2230669560382854,True,0.44012181325237937,0.09528099375052296,True,0.3773547421661711,0.03251392266431469,True,0.19055303337397073
arena-pref:heldout:000173,173,2,domain_knowledge;real_world;specificity;technical_accuracy,27,485,349,-0.3738949768230474,False,LGSD-Large,-0.399282364688504,-0.02538738786545658,False,-0.4698974781894467,-0.09600250136639932,False,-0.32761024262349947,0.04628473419954793,False,-0.4087512017113346,-0.03485622488828721,False,-0.35677269586371496,0.017122280959332437,False,0.02916245324021549
arena-pref:heldout:000174,174,10,creativity;domain_knowledge;real_world;specificity,22,606,137,0.7475688730822352,True,LGSD-Large,1.7292779397896705,0.9817090667074353,True,1.68891565684441,0.9413467837621747,True,2.4149133842793393,1.6673445111971041,True,1.5705291715377827,0.8229602984555475,True,1.813574599718893,1.0660057266366578,True,0.6013387845604463
arena-pref:heldout:000175,175,6,other,12,32,85,0.06553074331844533,True,LGSD-Large,-0.900965701832491,-0.9664964451509364,False,0.09404396169325846,0.028513218374813132,True,0.38035862866569925,0.3148278853472539,True,-0.514481802547679,-0.5800125458661243,False,-1.2702991205103258,-1.3358298638287711,False,1.650657749176025
arena-pref:heldout:000176,176,1,domain_knowledge;real_world;specificity;technical_accuracy,44,163,245,-0.733318572201388,False,LGSD-Medium,-1.0074987115139984,-0.2741801393126104,False,-0.9904517732455222,-0.2571332010441343,False,-1.0699277199357953,-0.3366091477344073,False,-1.0912898658168797,-0.35797129361549174,False,-1.1439500785551575,-0.41063150635376955,False,0.07402235861936224
arena-pref:heldout:000177,177,1,code;creativity;real_world;specificity,13,26,440,-2.9653271181600074,False,LGSD-Medium,-3.8836545507391014,-0.918327432579094,False,-3.761573516072093,-0.7962463979120855,False,-5.690234960876145,-2.7249078427161377,False,-5.141115245285568,-2.1757881271255606,False,-5.164555927089878,-2.1992288089298704,False,-0.5256790337862673
arena-pref:heldout:000178,178,10,complexity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,60,230,13,1.3836481368661324,True,LGSD-Medium,1.3293321016241477,-0.054316035241984695,True,2.176375301705555,0.7927271648394225,True,1.6414649325469663,0.25781679568083393,True,1.566404381563831,0.1827562446976987,True,1.516770233996337,0.1331220971302045,True,0.12469469855062942
arena-pref:heldout:000179,179,4,creativity;problem_solving;real_world;specificity,18,625,594,-0.11810781868571785,False,OPSD,-0.4009199535742354,-0.28281213488851753,False,-0.47928699018176557,-0.3611791714960477,False,-0.57671180959374,-0.4586039909080222,False,-0.39578999568027284,-0.277682176994555,False,-0.3950971672443431,-0.2769893485586252,False,-0.18161464234939695
arena-pref:heldout:000180,180,8,domain_knowledge;real_world,18,242,354,0.32496793578362015,True,LGSD-Large,0.4146274389069351,0.08965950312331494,True,0.36124615344857824,0.03627821766495809,True,0.43648760148544596,0.11151966570182581,True,0.2883547398480413,-0.03661319593557888,True,0.3758854471724893,0.05091751138886913,True,0.06060215431295668
arena-pref:heldout:000181,181,7,code;complexity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,773,962,922,0.18962435062794547,True,LGSD-Large,0.22814505561333392,0.038520704985388454,True,0.2559489300851394,0.06632457945719394,True,0.2704110953805691,0.08078674475262365,True,0.22031098256021747,0.030686631932272,True,0.2506323514231613,0.061008000795215844,True,0.019778743957407807
arena-pref:heldout:000182,182,1,instruction_following,26,72,35,-0.581924504325503,False,LGSD-High,-1.0801944081745454,-0.49826990384904235,False,-1.700101151542058,-1.118176647216555,False,-2.239850649757991,-1.657926145432488,False,-0.18146715694003657,0.40045734738546646,False,-1.3233723723699171,-0.7414478680444141,False,-0.916478277388074
arena-pref:heldout:000183,183,10,other,1981,658,120,1.1508517429579839,True,LGSD-Large,3.4962591917198362,2.3454074487618524,True,4.4221091634717515,3.2712574205137677,True,4.906993876788633,3.756142133830649,True,3.4902781586033473,2.3394264156453635,True,2.939033645312958,1.788181902354974,True,1.9679602314756748
arena-pref:heldout:000184,184,8,code;complexity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,27,673,409,0.35447868565137197,True,LGSD-Large,0.7571445877896238,0.4026659021382518,True,0.7691841906701782,0.4147055050188062,True,0.8333739665407105,0.4788952808893385,True,0.5748061890014973,0.2203275033501253,True,0.5846326151470929,0.2301539294957209,True,0.24874135139361764
arena-pref:heldout:000185,185,8,domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,55,371,206,0.31899868556331534,True,LGSD-Small,0.5716019363569034,0.25260325079358803,True,0.5695093271106102,0.25051064154729485,True,0.5063255345646998,0.1873268490013844,True,0.5285021576252371,0.20950347206192177,True,0.5071549326367808,0.18815624707346545,True,-0.0008293980720810445
arena-pref:heldout:000186,186,2,complexity;creativity;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,71,124,214,-0.4286176431671409,False,LGSD-High,-1.3396191319536652,-0.9110014887865243,False,-1.649281372965047,-1.2206637297979062,False,-1.868240545915127,-1.439622902747986,False,-1.0543152809430576,-0.6256976377759167,False,-1.1975621228337396,-0.7689444796665987,False,-0.6706784230813874
arena-pref:heldout:000187,187,9,domain_knowledge;real_world;technical_accuracy,1257,437,374,0.38846040565896744,True,LGSD-Large,0.6884178143462314,0.29995740868726395,True,1.069583672489527,0.6811232668305595,True,1.2738949765857852,0.8854345709268178,True,0.834759120693521,0.44629871503455354,True,0.843999309785102,0.4555389041261345,True,0.42989566680068325
arena-pref:heldout:000188,188,5,creativity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,1355,640,588,0.01820956983533839,True,LGSD-Small,-0.0002682388234300781,-0.01847780865876847,False,-0.08224335592620236,-0.10045292576154075,False,-0.1455529389738226,-0.163762508809161,False,-0.12008033934093665,-0.13828990917627504,False,-0.05876445498596228,-0.07697402482130067,False,-0.08678848398786032
arena-pref:heldout:000189,189,7,domain_knowledge;real_world;specificity;technical_accuracy,28,242,387,0.2153526008769373,True,LGSD-Medium,-0.17413256227273854,-0.38948516314967585,False,-0.013614189668827548,-0.22896679054576485,False,-0.4686197078894727,-0.68397230876641,False,-0.1626027834892254,-0.3779553843661627,False,-0.31994373754023586,-0.5352963384171732,False,-0.14867597034923685
arena-pref:heldout:000190,190,5,code;complexity;domain_knowledge;instruction_following;math;problem_solving;real_world;specificity;technical_accuracy,240,317,292,-0.028994465970492378,False,LGSD-High,-0.21570068829350442,-0.18670622232301204,False,-0.1946239261875291,-0.16562946021703673,False,-0.16657016530866708,-0.1375756993381747,False,-0.13297399937357013,-0.10397953340307775,False,-0.2537603335435985,-0.22476586757310613,False,0.08719016823493142
arena-pref:heldout:000191,191,9,creativity;domain_knowledge;real_world;specificity;technical_accuracy,92,97,51,0.637127481278974,True,LGSD-High,1.4999340513100985,0.8628065700311245,True,1.4571615264997453,0.8200340452207713,True,1.766005194305241,1.128877713026267,True,1.7798558148996548,1.1427283336206808,True,1.5576486315706997,0.9205211502917257,True,0.2083565627345414
arena-pref:heldout:000192,192,10,instruction_following,228,177,229,0.7448677475393071,True,LGSD-Large,0.6603124201278645,-0.08455532741144256,True,0.7153030608956936,-0.029564686643613447,True,0.7251663903505625,-0.01970135718874455,True,0.4989967372543149,-0.24587101028499214,True,0.5504911217703516,-0.19437662576895542,True,0.17467526858021087
arena-pref:heldout:000193,193,6,code;domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,953,777,723,0.05217917015381951,True,LGSD-High,-0.019427129423339407,-0.07160629957715892,False,-0.013893522443889361,-0.06607269259770887,False,-0.035932402235256566,-0.08811157238907608,False,0.013078822631343745,-0.039100347522475765,True,-0.008419312378957045,-0.060598482532776554,False,-0.027513089856299522
arena-pref:heldout:000194,194,1,creativity;domain_knowledge;real_world;specificity;technical_accuracy,25,25,126,-0.6592455176701622,False,LGSD-Large,0.9003506615048362,1.5595961791749984,True,1.689861949133495,2.349107466803657,True,2.937751634385851,3.596997152056013,True,0.3471395462278335,1.0063850638979956,True,0.5633238486638144,1.2225693663339765,True,2.3744277857220366
arena-pref:heldout:000195,195,8,domain_knowledge;real_world;technical_accuracy,14,883,147,0.2758665953498697,True,LGSD-Medium,0.8170333016230162,0.5411667062731466,True,0.960557744949015,0.6846911495991453,True,0.9160720332403705,0.6402054378905008,True,0.878206597900085,0.6023400025502154,True,0.8464799582200082,0.5706133628701385,True,0.06959207502036224
arena-pref:heldout:000196,196,4,code;domain_knowledge;real_world;specificity;technical_accuracy,14,579,377,-0.08171030505404542,False,LGSD-Medium,-0.116279829237802,-0.034569524183756584,False,-0.042607311256940505,0.03910299379710491,False,-0.05809649409373918,0.023613810960306236,False,-0.08929373988692002,-0.007583434832874603,False,-0.10292311919642994,-0.021212814142384517,False,0.044826625102690754
arena-pref:heldout:000197,197,3,specificity;technical_accuracy,18,116,83,-0.22168809722754568,False,LGSD-Large,0.5984158660546344,0.82010396328218,True,1.3663316268271113,1.588019724054657,True,1.5788576427613452,1.800545739988891,True,0.6404587351835067,0.8621468324110524,True,0.7824663846483855,1.0041544818759311,True,0.7963912581129597
arena-pref:heldout:000198,198,1,creativity;domain_knowledge;instruction_following;math;problem_solving;real_world;specificity,46,42,104,-0.7036229926587898,False,OPSD,-1.4362218458573897,-0.7325988531985999,False,-3.0040180167872395,-2.3003950241284494,False,-3.164421198568938,-2.460798205910148,False,-1.8142821657788617,-1.110659173120072,False,-1.3897636120135965,-0.6861406193548067,False,-1.7746575865553416
arena-pref:heldout:000199,199,8,domain_knowledge,25,94,71,0.2442012291880542,True,LGSD-High,0.5015835794889538,0.2573823503008996,True,0.38822717069329205,0.14402594150523784,True,0.2003702055668457,-0.0438310236212085,True,0.866514767791684,0.6223135386036298,True,0.7777945587368542,0.5335933295488,True,-0.5774243531700085
arena-pref:heldout:000200,200,9,creativity;domain_knowledge;real_world,15,523,117,0.43564477053901274,True,LGSD-Large,1.437254795684717,1.0016100251457043,True,1.6099608491256503,1.1743160785866376,True,2.0122752172102873,1.5766304466712746,True,1.4327648384650444,0.9971200679260317,True,1.4146783452851364,0.9790335747461236,True,0.597596871925151
arena-pref:heldout:000201,201,8,code;complexity;creativity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,398,980,691,0.23206591337576832,True,LGSD-Large,0.4214828717412491,0.18941695836548078,True,0.5528354336413466,0.32076952026557826,True,0.556563550494553,0.32449763711878465,True,0.3775157135648797,0.14544980018911136,True,0.3809201746373658,0.1488542612615975,True,0.17564337585718715
arena-pref:heldout:000202,202,9,domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,102,157,149,0.6227649588758774,True,OPSD,0.9132213705862968,0.29045641171041947,True,0.6063664844463854,-0.016398474429491938,True,0.7122697637369884,0.08950480486111101,True,0.6772652254523297,0.05450026657645235,True,0.9212885105568616,0.2985235516809842,True,-0.2090187468198732
arena-pref:heldout:000203,203,2,creativity;domain_knowledge;instruction_following;real_world;specificity;technical_accuracy,21,38,36,-0.47110537757650484,False,LGSD-High,-3.4462149185046806,-2.975109540928176,False,-4.233270990918254,-3.7621656133417494,False,-3.7433294190300836,-3.272224041453579,False,-1.5804853272019779,-1.109379949625473,False,-1.9433289076152604,-1.4722235300387556,False,-1.8000005114148232
arena-pref:heldout:000204,204,9,domain_knowledge;real_world;specificity;technical_accuracy,16,177,80,0.4943607264319383,True,LGSD-Large,0.6551985325786354,0.16083780614669707,True,1.1009677919290835,0.6066070654971452,True,1.2804944825037725,0.7861337560718342,True,0.577171561138778,0.0828108347068397,True,0.5747978133670353,0.08043708693509699,True,0.7056966691367372
arena-pref:heldout:000205,205,8,domain_knowledge;real_world;specificity;technical_accuracy,16,342,204,0.3493696340056355,True,LGSD-Medium,1.0302682810318522,0.6808986470262167,True,1.3040530962922705,0.954683462286635,True,1.118677156013355,0.7693075220077196,True,0.923301105774839,0.5739314717692036,True,0.7808700762625038,0.43150044225686834,True,0.3378070797508512
arena-pref:heldout:000206,206,6,code;complexity;domain_knowledge;instruction_following;problem_solving;real_world;specificity;technical_accuracy,355,314,133,0.11036769599671581,True,LGSD-Large,0.2303887240691782,0.1200210280724624,True,0.4736726473222821,0.3633049513255663,True,0.618295871836376,0.5079281758396602,True,0.31429826945536,0.20393057345864418,True,0.2993756014692972,0.1890079054725814,True,0.3189202703670788
arena-pref:heldout:000207,207,7,code;complexity;domain_knowledge;problem_solving;real_world;technical_accuracy,1618,1849,389,0.2196523831958645,True,LGSD-Large,0.6671037016657545,0.44745131846989,True,0.7568786240176132,0.5372262408217487,True,0.9200926717493296,0.7004402885534651,True,0.6930137894293316,0.47336140623346706,True,0.6709914149469884,0.45133903175112394,True,0.2491012568023412
arena-pref:heldout:000208,208,3,creativity;domain_knowledge;real_world;specificity;technical_accuracy,55,194,389,-0.2634581298278156,False,LGSD-High,-0.6586364056308167,-0.39517827580300113,False,-1.242390909913494,-0.9789327800856784,False,-1.496716703519502,-1.2332585736916863,False,-0.4967200731114647,-0.23326194328364913,False,-0.5462379162384787,-0.28277978641066315,False,-0.9504787872810232
arena-pref:heldout:000209,209,10,domain_knowledge;real_world;technical_accuracy,15,530,146,0.8480689104227603,True,LGSD-Large,1.932348703506166,1.0842797930834056,True,2.4827605483389608,1.6346916379162004,True,2.688807553498127,1.8407386430753667,True,1.6325580063023966,0.7844890958796362,True,1.6472206617578666,0.7991517513351063,True,1.0415868917402604
arena-pref:heldout:000210,210,6,code;domain_knowledge;problem_solving;real_world;specificity;technical_accuracy,1866,1859,2036,0.058442582592580145,True,LGSD-Large,0.10222953899124576,0.043786956398665616,True,0.12651913385289812,0.06807655126031797,True,0.16870285937221824,0.1102602767796381,True,0.07199479277720364,0.013552210184623492,True,0.058524814940429354,8.22323478492093e-05,True,0.11017804443178889
arena-pref:heldout:000211,211,6,domain_knowledge,32,110,278,0.04321046321512134,True,LGSD-High,-1.0258480675786519,-1.0690585307937732,False,-0.9606553221778045,-1.0038657853929258,False,-1.1704481253365118,-1.213658588551633,False,-0.918465846219509,-0.9616763094346303,False,-0.9321995302927584,-0.9754099935078797,False,-0.2382485950437534
arena-pref:heldout:000212,212,3,complexity;domain_knowledge;instruction_following;math;problem_solving;real_world;specificity;technical_accuracy,99,325,404,-0.19919886095870665,False,LGSD-High,-0.5000101458454349,-0.30081128488672826,False,-0.45708684672859,-0.25788798576988337,False,-0.3821900244986657,-0.18299116353995903,False,-0.36454758113155084,-0.1653487201728442,False,-0.5085967853717558,-0.30939792441304914,False,0.1264067608730901
